"","geoid","year","measure","value","moe"
"1","51760030100",2018,"health_opportunity_indicator",0.43227669547942,NA
"2","51710004800",2018,"health_opportunity_indicator",0.452208357065901,NA
"3","51760020200",2018,"health_opportunity_indicator",0.512545380515314,NA
"4","51770002502",2018,"health_opportunity_indicator",0.348058040028675,NA
"5","51710004200",2018,"health_opportunity_indicator",0.504440604269263,NA
"6","51760030501",2018,"health_opportunity_indicator",0.721418074209506,NA
"7","51760020100",2018,"health_opportunity_indicator",0.487271863491389,NA
"8","51710004100",2018,"health_opportunity_indicator",0.555307877634968,NA
"9","51730810100",2018,"health_opportunity_indicator",0.19532045900523,NA
"10","51700030100",2018,"health_opportunity_indicator",0.365805415360294,NA
"11","51740211800",2018,"health_opportunity_indicator",0.527382116909328,NA
"12","51710003501",2018,"health_opportunity_indicator",0.440489557922961,NA
"13","51003010904",2018,"health_opportunity_indicator",0.469121982435787,NA
"14","51013101704",2018,"health_opportunity_indicator",0.994450281108346,NA
"15","51013101408",2018,"health_opportunity_indicator",0.891906604455982,NA
"16","51760020400",2018,"health_opportunity_indicator",0.474650918510725,NA
"17","51740210500",2018,"health_opportunity_indicator",0.530934480882455,NA
"18","51059451400",2018,"health_opportunity_indicator",0.686329757572488,NA
"19","51760040300",2018,"health_opportunity_indicator",0.499377849599032,NA
"20","51013102701",2018,"health_opportunity_indicator",0.764697397594456,NA
"21","51760060800",2018,"health_opportunity_indicator",0.551154208938482,NA
"22","51590000400",2018,"health_opportunity_indicator",0.30394766853696,NA
"23","51730810600",2018,"health_opportunity_indicator",0.171618661870066,NA
"24","51059451601",2018,"health_opportunity_indicator",0.617287965443251,NA
"25","51730810700",2018,"health_opportunity_indicator",0.101972583745951,NA
"26","51760010300",2018,"health_opportunity_indicator",0.280757449712293,NA
"27","51510201206",2018,"health_opportunity_indicator",0.703490533947052,NA
"28","51013103505",2018,"health_opportunity_indicator",0.866068466195593,NA
"29","51700030600",2018,"health_opportunity_indicator",0.598902326771617,NA
"30","51013103503",2018,"health_opportunity_indicator",0.866849221093509,NA
"31","51760021000",2018,"health_opportunity_indicator",0.60122767131983,NA
"32","51710005100",2018,"health_opportunity_indicator",0.210302662059142,NA
"33","51650011400",2018,"health_opportunity_indicator",0.344105576542661,NA
"34","51087200805",2018,"health_opportunity_indicator",0.389675193677473,NA
"35","51013103602",2018,"health_opportunity_indicator",0.852752539605826,NA
"36","51700030800",2018,"health_opportunity_indicator",0.562925787225533,NA
"37","51760060900",2018,"health_opportunity_indicator",0.389815118859622,NA
"38","51590000500",2018,"health_opportunity_indicator",0.482652278641056,NA
"39","51013101603",2018,"health_opportunity_indicator",0.863226434238019,NA
"40","51760070601",2018,"health_opportunity_indicator",0.5412282182651,NA
"41","51700030400",2018,"health_opportunity_indicator",0.543615544048834,NA
"42","51105950301",2018,"health_opportunity_indicator",0.329748414202303,NA
"43","51740212100",2018,"health_opportunity_indicator",0.354595999532461,NA
"44","51059461902",2018,"health_opportunity_indicator",0.474826102725291,NA
"45","51800065500",2018,"health_opportunity_indicator",0.303548547318356,NA
"46","51710000902",2018,"health_opportunity_indicator",0.54113517154604,NA
"47","51760060700",2018,"health_opportunity_indicator",0.502213124056463,NA
"48","51710002900",2018,"health_opportunity_indicator",0.594643860800373,NA
"49","51800065100",2018,"health_opportunity_indicator",0.412105493317118,NA
"50","51710001300",2018,"health_opportunity_indicator",0.620385196611756,NA
"51","51710002700",2018,"health_opportunity_indicator",0.560524094750151,NA
"52","51680001100",2018,"health_opportunity_indicator",0.430276377917639,NA
"53","51680000600",2018,"health_opportunity_indicator",0.374249335989482,NA
