geoid,region_type,region_name,year,value,measure,measure_type
51001,county,"Accomack County, Virginia",2019,79.83349009823769,perc_dental_visit,percent
51003,county,"Albemarle County, Virginia",2019,74.41965926143865,perc_dental_visit,percent
51005,county,"Alleghany County, Virginia",2019,71.95593525876933,perc_dental_visit,percent
51007,county,"Amelia County, Virginia",2019,76.56111051906322,perc_dental_visit,percent
51009,county,"Amherst County, Virginia",2019,74.92772509742566,perc_dental_visit,percent
51011,county,"Appomattox County, Virginia",2019,72.24516497111092,perc_dental_visit,percent
51013,county,"Arlington County, Virginia",2019,68.13882692569003,perc_dental_visit,percent
51015,county,"Augusta County, Virginia",2019,73.20992607231011,perc_dental_visit,percent
51017,county,"Bath County, Virginia",2019,78.3436039,perc_dental_visit,percent
51019,county,"Bedford County, Virginia",2019,76.58312706132577,perc_dental_visit,percent
51021,county,"Bland County, Virginia",2019,79.56960970617821,perc_dental_visit,percent
51023,county,"Botetourt County, Virginia",2019,77.05461354179083,perc_dental_visit,percent
51025,county,"Brunswick County, Virginia",2019,69.05142007397977,perc_dental_visit,percent
51027,county,"Buchanan County, Virginia",2019,73.1587216320406,perc_dental_visit,percent
51029,county,"Buckingham County, Virginia",2019,60.75483593820539,perc_dental_visit,percent
51031,county,"Campbell County, Virginia",2019,75.62910258758212,perc_dental_visit,percent
51033,county,"Caroline County, Virginia",2019,78.95768040307397,perc_dental_visit,percent
51035,county,"Carroll County, Virginia",2019,81.40038913483623,perc_dental_visit,percent
51036,county,"Charles City County, Virginia",2019,61.30551518978968,perc_dental_visit,percent
51037,county,"Charlotte County, Virginia",2019,61.29395383491997,perc_dental_visit,percent
51041,county,"Chesterfield County, Virginia",2019,70.22476287325513,perc_dental_visit,percent
51043,county,"Clarke County, Virginia",2019,74.9544139709046,perc_dental_visit,percent
51045,county,"Craig County, Virginia",2019,70.32508907500001,perc_dental_visit,percent
51047,county,"Culpeper County, Virginia",2019,71.8400545744039,perc_dental_visit,percent
51049,county,"Cumberland County, Virginia",2019,76.98772376789965,perc_dental_visit,percent
51051,county,"Dickenson County, Virginia",2019,74.63171562827418,perc_dental_visit,percent
51053,county,"Dinwiddie County, Virginia",2019,65.22529668742004,perc_dental_visit,percent
51057,county,"Essex County, Virginia",2019,64.60267428265463,perc_dental_visit,percent
51059,county,"Fairfax County, Virginia",2019,69.31206171583796,perc_dental_visit,percent
51061,county,"Fauquier County, Virginia",2019,70.82058710821511,perc_dental_visit,percent
51063,county,"Floyd County, Virginia",2019,71.13288459482841,perc_dental_visit,percent
51065,county,"Fluvanna County, Virginia",2019,66.31406192615077,perc_dental_visit,percent
51067,county,"Franklin County, Virginia",2019,67.38255356789684,perc_dental_visit,percent
51069,county,"Frederick County, Virginia",2019,71.49583689869549,perc_dental_visit,percent
51071,county,"Giles County, Virginia",2019,69.5876839025897,perc_dental_visit,percent
51073,county,"Gloucester County, Virginia",2019,79.08132231759562,perc_dental_visit,percent
51075,county,"Goochland County, Virginia",2019,67.6911607233516,perc_dental_visit,percent
51077,county,"Grayson County, Virginia",2019,70.29602009840397,perc_dental_visit,percent
51079,county,"Greene County, Virginia",2019,68.50953648042511,perc_dental_visit,percent
51081,county,"Greensville County, Virginia",2019,63.46900644841814,perc_dental_visit,percent
51083,county,"Halifax County, Virginia",2019,65.13533142408151,perc_dental_visit,percent
51085,county,"Hanover County, Virginia",2019,67.03854669514047,perc_dental_visit,percent
51087,county,"Henrico County, Virginia",2019,67.67932651068031,perc_dental_visit,percent
51089,county,"Henry County, Virginia",2019,70.63501109708278,perc_dental_visit,percent
51091,county,"Highland County, Virginia",2019,84.89472537500001,perc_dental_visit,percent
51093,county,"Isle of Wight County, Virginia",2019,72.31109787520718,perc_dental_visit,percent
51095,county,"James City County, Virginia",2019,67.61897459064691,perc_dental_visit,percent
51097,county,"King and Queen County, Virginia",2019,70.64435617657016,perc_dental_visit,percent
51099,county,"King George County, Virginia",2019,74.3030985278484,perc_dental_visit,percent
51101,county,"King William County, Virginia",2019,73.96798360677913,perc_dental_visit,percent
