"geoid","region_type","region_name","measure","value","year","measure_type"
"110010001001","block group","Block Group 1, Census Tract 1, District of Columbia","obgyn_pop_cnt",710,2021,"count"
"110010001002","block group","Block Group 2, Census Tract 1, District of Columbia","obgyn_pop_cnt",653,2021,"count"
"110010001003","block group","Block Group 3, Census Tract 1, District of Columbia","obgyn_pop_cnt",497,2021,"count"
"110010001004","block group","Block Group 4, Census Tract 1, District of Columbia","obgyn_pop_cnt",461,2021,"count"
"110010002011","block group","Block Group 1, Census Tract 2.01, District of Columbia","obgyn_pop_cnt",2201,2021,"count"
"110010002021","block group","Block Group 1, Census Tract 2.02, District of Columbia","obgyn_pop_cnt",527,2021,"count"
"110010002022","block group","Block Group 2, Census Tract 2.02, District of Columbia","obgyn_pop_cnt",346,2021,"count"
"110010002023","block group","Block Group 3, Census Tract 2.02, District of Columbia","obgyn_pop_cnt",437,2021,"count"
"110010002024","block group","Block Group 4, Census Tract 2.02, District of Columbia","obgyn_pop_cnt",983,2021,"count"
"110010003001","block group","Block Group 1, Census Tract 3, District of Columbia","obgyn_pop_cnt",593,2021,"count"
"110010003002","block group","Block Group 2, Census Tract 3, District of Columbia","obgyn_pop_cnt",800,2021,"count"
"110010003003","block group","Block Group 3, Census Tract 3, District of Columbia","obgyn_pop_cnt",978,2021,"count"
"110010003004","block group","Block Group 4, Census Tract 3, District of Columbia","obgyn_pop_cnt",704,2021,"count"
"110010004001","block group","Block Group 1, Census Tract 4, District of Columbia","obgyn_pop_cnt",234,2021,"count"
"110010004002","block group","Block Group 2, Census Tract 4, District of Columbia","obgyn_pop_cnt",460,2021,"count"
"110010005011","block group","Block Group 1, Census Tract 5.01, District of Columbia","obgyn_pop_cnt",613,2021,"count"
"110010005012","block group","Block Group 2, Census Tract 5.01, District of Columbia","obgyn_pop_cnt",1054,2021,"count"
"110010005021","block group","Block Group 1, Census Tract 5.02, District of Columbia","obgyn_pop_cnt",887,2021,"count"
"110010005022","block group","Block Group 2, Census Tract 5.02, District of Columbia","obgyn_pop_cnt",836,2021,"count"
"110010006001","block group","Block Group 1, Census Tract 6, District of Columbia","obgyn_pop_cnt",634,2021,"count"
"110010006002","block group","Block Group 2, Census Tract 6, District of Columbia","obgyn_pop_cnt",493,2021,"count"
"110010006003","block group","Block Group 3, Census Tract 6, District of Columbia","obgyn_pop_cnt",345,2021,"count"
"110010006004","block group","Block Group 4, Census Tract 6, District of Columbia","obgyn_pop_cnt",968,2021,"count"
"110010007011","block group","Block Group 1, Census Tract 7.01, District of Columbia","obgyn_pop_cnt",732,2021,"count"
"110010007012","block group","Block Group 2, Census Tract 7.01, District of Columbia","obgyn_pop_cnt",483,2021,"count"
"110010007013","block group","Block Group 3, Census Tract 7.01, District of Columbia","obgyn_pop_cnt",1091,2021,"count"
"110010007014","block group","Block Group 4, Census Tract 7.01, District of Columbia","obgyn_pop_cnt",596,2021,"count"
"110010007021","block group","Block Group 1, Census Tract 7.02, District of Columbia","obgyn_pop_cnt",859,2021,"count"
"110010007022","block group","Block Group 2, Census Tract 7.02, District of Columbia","obgyn_pop_cnt",552,2021,"count"
"110010007023","block group","Block Group 3, Census Tract 7.02, District of Columbia","obgyn_pop_cnt",331,2021,"count"
"110010008011","block group","Block Group 1, Census Tract 8.01, District of Columbia","obgyn_pop_cnt",1156,2021,"count"
"110010008012","block group","Block Group 2, Census Tract 8.01, District of Columbia","obgyn_pop_cnt",590,2021,"count"
"110010008013","block group","Block Group 3, Census Tract 8.01, District of Columbia","obgyn_pop_cnt",1145,2021,"count"
"110010008014","block group","Block Group 4, Census Tract 8.01, District of Columbia","obgyn_pop_cnt",426,2021,"count"
"110010008021","block group","Block Group 1, Census Tract 8.02, District of Columbia","obgyn_pop_cnt",1063,2021,"count"
"110010008022","block group","Block Group 2, Census Tract 8.02, District of Columbia","obgyn_pop_cnt",583,2021,"count"
"110010009011","block group","Block Group 1, Census Tract 9.01, District of Columbia","obgyn_pop_cnt",617,2021,"count"
"110010009012","block group","Block Group 2, Census Tract 9.01, District of Columbia","obgyn_pop_cnt",781,2021,"count"
"110010009013","block group","Block Group 3, Census Tract 9.01, District of Columbia","obgyn_pop_cnt",2413,2021,"count"
"110010009021","block group","Block Group 1, Census Tract 9.02, District of Columbia","obgyn_pop_cnt",431,2021,"count"
"110010009022","block group","Block Group 2, Census Tract 9.02, District of Columbia","obgyn_pop_cnt",625,2021,"count"
"110010010011","block group","Block Group 1, Census Tract 10.01, District of Columbia","obgyn_pop_cnt",339,2021,"count"
"110010010012","block group","Block Group 2, Census Tract 10.01, District of Columbia","obgyn_pop_cnt",857,2021,"count"
"110010010013","block group","Block Group 3, Census Tract 10.01, District of Columbia","obgyn_pop_cnt",340,2021,"count"
"110010010014","block group","Block Group 4, Census Tract 10.01, District of Columbia","obgyn_pop_cnt",691,2021,"count"
"110010010015","block group","Block Group 5, Census Tract 10.01, District of Columbia","obgyn_pop_cnt",404,2021,"count"
"110010010016","block group","Block Group 6, Census Tract 10.01, District of Columbia","obgyn_pop_cnt",469,2021,"count"
"110010010021","block group","Block Group 1, Census Tract 10.02, District of Columbia","obgyn_pop_cnt",570,2021,"count"
"110010010022","block group","Block Group 2, Census Tract 10.02, District of Columbia","obgyn_pop_cnt",707,2021,"count"
"110010010023","block group","Block Group 3, Census Tract 10.02, District of Columbia","obgyn_pop_cnt",476,2021,"count"
"110010011001","block group","Block Group 1, Census Tract 11, District of Columbia","obgyn_pop_cnt",963,2021,"count"
"110010011002","block group","Block Group 2, Census Tract 11, District of Columbia","obgyn_pop_cnt",763,2021,"count"
"110010011003","block group","Block Group 3, Census Tract 11, District of Columbia","obgyn_pop_cnt",299,2021,"count"
"110010011004","block group","Block Group 4, Census Tract 11, District of Columbia","obgyn_pop_cnt",334,2021,"count"
"110010012001","block group","Block Group 1, Census Tract 12, District of Columbia","obgyn_pop_cnt",764,2021,"count"
"110010012002","block group","Block Group 2, Census Tract 12, District of Columbia","obgyn_pop_cnt",404,2021,"count"
"110010012003","block group","Block Group 3, Census Tract 12, District of Columbia","obgyn_pop_cnt",282,2021,"count"
"110010012004","block group","Block Group 4, Census Tract 12, District of Columbia","obgyn_pop_cnt",969,2021,"count"
"110010013011","block group","Block Group 1, Census Tract 13.01, District of Columbia","obgyn_pop_cnt",1020,2021,"count"
"110010013012","block group","Block Group 2, Census Tract 13.01, District of Columbia","obgyn_pop_cnt",317,2021,"count"
"110010013013","block group","Block Group 3, Census Tract 13.01, District of Columbia","obgyn_pop_cnt",729,2021,"count"
"110010013021","block group","Block Group 1, Census Tract 13.02, District of Columbia","obgyn_pop_cnt",1675,2021,"count"
"110010013022","block group","Block Group 2, Census Tract 13.02, District of Columbia","obgyn_pop_cnt",1992,2021,"count"
"110010013023","block group","Block Group 3, Census Tract 13.02, District of Columbia","obgyn_pop_cnt",519,2021,"count"
"110010014011","block group","Block Group 1, Census Tract 14.01, District of Columbia","obgyn_pop_cnt",1134,2021,"count"
"110010014012","block group","Block Group 2, Census Tract 14.01, District of Columbia","obgyn_pop_cnt",445,2021,"count"
"110010014021","block group","Block Group 1, Census Tract 14.02, District of Columbia","obgyn_pop_cnt",411,2021,"count"
"110010014022","block group","Block Group 2, Census Tract 14.02, District of Columbia","obgyn_pop_cnt",643,2021,"count"
"110010014023","block group","Block Group 3, Census Tract 14.02, District of Columbia","obgyn_pop_cnt",543,2021,"count"
"110010015001","block group","Block Group 1, Census Tract 15, District of Columbia","obgyn_pop_cnt",551,2021,"count"
"110010015002","block group","Block Group 2, Census Tract 15, District of Columbia","obgyn_pop_cnt",372,2021,"count"
"110010015003","block group","Block Group 3, Census Tract 15, District of Columbia","obgyn_pop_cnt",381,2021,"count"
"110010015004","block group","Block Group 4, Census Tract 15, District of Columbia","obgyn_pop_cnt",658,2021,"count"
"110010015005","block group","Block Group 5, Census Tract 15, District of Columbia","obgyn_pop_cnt",377,2021,"count"
"110010016001","block group","Block Group 1, Census Tract 16, District of Columbia","obgyn_pop_cnt",560,2021,"count"
"110010016002","block group","Block Group 2, Census Tract 16, District of Columbia","obgyn_pop_cnt",268,2021,"count"
"110010016003","block group","Block Group 3, Census Tract 16, District of Columbia","obgyn_pop_cnt",462,2021,"count"
"110010016004","block group","Block Group 4, Census Tract 16, District of Columbia","obgyn_pop_cnt",916,2021,"count"
"110010017021","block group","Block Group 1, Census Tract 17.02, District of Columbia","obgyn_pop_cnt",685,2021,"count"
"110010017022","block group","Block Group 2, Census Tract 17.02, District of Columbia","obgyn_pop_cnt",930,2021,"count"
"110010018031","block group","Block Group 1, Census Tract 18.03, District of Columbia","obgyn_pop_cnt",425,2021,"count"
"110010018032","block group","Block Group 2, Census Tract 18.03, District of Columbia","obgyn_pop_cnt",1180,2021,"count"
"110010018041","block group","Block Group 1, Census Tract 18.04, District of Columbia","obgyn_pop_cnt",670,2021,"count"
"110010018042","block group","Block Group 2, Census Tract 18.04, District of Columbia","obgyn_pop_cnt",1056,2021,"count"
"110010018043","block group","Block Group 3, Census Tract 18.04, District of Columbia","obgyn_pop_cnt",818,2021,"count"
"110010019011","block group","Block Group 1, Census Tract 19.01, District of Columbia","obgyn_pop_cnt",363,2021,"count"
"110010019012","block group","Block Group 2, Census Tract 19.01, District of Columbia","obgyn_pop_cnt",475,2021,"count"
"110010019013","block group","Block Group 3, Census Tract 19.01, District of Columbia","obgyn_pop_cnt",708,2021,"count"
"110010019014","block group","Block Group 4, Census Tract 19.01, District of Columbia","obgyn_pop_cnt",347,2021,"count"
"110010019021","block group","Block Group 1, Census Tract 19.02, District of Columbia","obgyn_pop_cnt",811,2021,"count"
"110010019022","block group","Block Group 2, Census Tract 19.02, District of Columbia","obgyn_pop_cnt",374,2021,"count"
"110010020011","block group","Block Group 1, Census Tract 20.01, District of Columbia","obgyn_pop_cnt",1013,2021,"count"
"110010020012","block group","Block Group 2, Census Tract 20.01, District of Columbia","obgyn_pop_cnt",410,2021,"count"
"110010020021","block group","Block Group 1, Census Tract 20.02, District of Columbia","obgyn_pop_cnt",586,2021,"count"
"110010020022","block group","Block Group 2, Census Tract 20.02, District of Columbia","obgyn_pop_cnt",596,2021,"count"
"110010020023","block group","Block Group 3, Census Tract 20.02, District of Columbia","obgyn_pop_cnt",759,2021,"count"
"110010021011","block group","Block Group 1, Census Tract 21.01, District of Columbia","obgyn_pop_cnt",550,2021,"count"
"110010021012","block group","Block Group 2, Census Tract 21.01, District of Columbia","obgyn_pop_cnt",471,2021,"count"
"110010021013","block group","Block Group 3, Census Tract 21.01, District of Columbia","obgyn_pop_cnt",459,2021,"count"
"110010021014","block group","Block Group 4, Census Tract 21.01, District of Columbia","obgyn_pop_cnt",172,2021,"count"
"110010021015","block group","Block Group 5, Census Tract 21.01, District of Columbia","obgyn_pop_cnt",515,2021,"count"
"110010021021","block group","Block Group 1, Census Tract 21.02, District of Columbia","obgyn_pop_cnt",465,2021,"count"
"110010021022","block group","Block Group 2, Census Tract 21.02, District of Columbia","obgyn_pop_cnt",478,2021,"count"
"110010021023","block group","Block Group 3, Census Tract 21.02, District of Columbia","obgyn_pop_cnt",585,2021,"count"
"110010021024","block group","Block Group 4, Census Tract 21.02, District of Columbia","obgyn_pop_cnt",424,2021,"count"
"110010021025","block group","Block Group 5, Census Tract 21.02, District of Columbia","obgyn_pop_cnt",341,2021,"count"
"110010021026","block group","Block Group 6, Census Tract 21.02, District of Columbia","obgyn_pop_cnt",270,2021,"count"
"110010022011","block group","Block Group 1, Census Tract 22.01, District of Columbia","obgyn_pop_cnt",803,2021,"count"
"110010022012","block group","Block Group 2, Census Tract 22.01, District of Columbia","obgyn_pop_cnt",422,2021,"count"
"110010022013","block group","Block Group 3, Census Tract 22.01, District of Columbia","obgyn_pop_cnt",330,2021,"count"
"110010022021","block group","Block Group 1, Census Tract 22.02, District of Columbia","obgyn_pop_cnt",595,2021,"count"
"110010022022","block group","Block Group 2, Census Tract 22.02, District of Columbia","obgyn_pop_cnt",433,2021,"count"
"110010022023","block group","Block Group 3, Census Tract 22.02, District of Columbia","obgyn_pop_cnt",316,2021,"count"
