"adcw_id","state","county","geoid"
"160022652","Pennsylvania","Juniata","42067"
"160022323","Indiana","Lawrence","18093"
"160020663","South Dakota","Kingsbury","46077"
"160019977","California","Kings","06031"
"160021523","South Carolina","Richland","45079"
"160022445","Wisconsin","Richland","55103"
"160019973","Oregon","Jackson","41029"
"160020614","South Dakota","Jackson","46071"
"160021828","Tennessee","Jackson","47087"
"160021983","Virginia","Prince Edward","51147"
"160020995","South Dakota","Sully","46119"
"160020748","Oklahoma","Mayes","40097"
"160020749","Oklahoma","Mcclain","40087"
"160022307","Indiana","Knox","18083"
"160021847","Kentucky","Knox","21121"
"160022658","Maine","Knox","23013"
"160020669","Missouri","Knox","29103"
"160020670","Nebraska","Knox","31107"
"160019759","Montana","Mccone","30055"
"160020750","South Dakota","Mccook","46087"
"160021472","South Carolina","Mccormick","45065"
"160021901","Kentucky","Mccracken","21145"
"160021902","Kentucky","Mccreary","21147"
"160020751","Texas","Mcculloch","48307"
"160022728","Maine","Sagadahoc","23023"
"160020171","Colorado","Saguache","08109"
"160022729","New Jersey","Salem","34033"
"160022017","Virginia","Salem","51775"
"160020752","Oklahoma","Mccurtain","40089"
"160021782","Virginia","Greensville","51081"
"160020107","Arizona","Greenlee","04011"
"160021783","Kentucky","Greenup","21089"
"160022361","Illinois","Mchenry","17111"
"160020534","Kansas","Greenwood","20073"
"160021389","South Carolina","Greenwood","45047"
"160020535","Oklahoma","Greer","40055"
"160020536","Texas","Gregg","48183"
"160020537","South Dakota","Gregory","46053"
"160019760","North Dakota","Mchenry","38049"
"160021474","Georgia","Mcintosh","13191"
"160021388","South Carolina","Greenville","45045"
"160022241","Wisconsin","Green","55045"
"160021390","Mississippi","Grenada","28043"
"160019693","North Dakota","Griggs","38039"
"160020538","Texas","Grimes","48185"
"160022246","Illinois","Grundy","17063"
"160020540","Iowa","Grundy","19075"
"160020539","Missouri","Grundy","29079"
"160021784","Tennessee","Grundy","47061"
"160020108","New Mexico","Guadalupe","35019"
"160020541","Texas","Guadalupe","48187"
"160022247","Ohio","Guernsey","39059"
"160021785","North Carolina","Guilford","37081"
"160021202","Florida","Gulf","12045"
"160020109","Colorado","Gunnison","08051"
"160020542","Iowa","Guthrie","19077"
"160021391","Georgia","Gwinnett","13135"
"160020543","South Dakota","Haakon","46055"
"160019873","Minnesota","Stevens","27149"
"160021392","Georgia","Habersham","13137"
"160020988","Kansas","Stevens","20189"
"160020128","Colorado","Las Animas","08071"
"160022321","Illinois","Lasalle","17099"
"160019983","California","Lassen","06035"
"160021203","Florida","Hamilton","12047"
"160022248","Illinois","Hamilton","17065"
"160022249","Indiana","Hamilton","18057"
"160020550","Iowa","Hamilton","19079"
"160020547","Kansas","Hamilton","20075"
"160020549","Nebraska","Hamilton","31081"
"160022637","New York","Hamilton","36041"
"160022250","Ohio","Hamilton","39061"
"160021789","Tennessee","Hamilton","47065"
"160020548","Texas","Hamilton","48193"
"160021173","Alaska","Haines","02100"
"160021393","Alabama","Hale","01065"
"160019736","Idaho","Latah","16057"
"160020683","Oklahoma","Latimer","40077"
"160020551","South Dakota","Hamlin","46057"
"160022638","Massachusetts","Hampden","25013"
"160022639","Massachusetts","Hampshire","25015"
"160021790","West Virginia","Hampshire","54027"
"160021395","South Carolina","Hampton","45049"
"160021791","Virginia","Hampton","51650"
"160021396","Georgia","Hancock","13141"
"160022251","Illinois","Hancock","17067"
"160022252","Indiana","Hancock","18059"
"160020552","Iowa","Hancock","19081"
"160021793","Kentucky","Hancock","21091"
"160022640","Maine","Hancock","23009"
"160021397","Mississippi","Hancock","28045"
"160022253","Ohio","Hancock","39063"
"160021792","Tennessee","Hancock","47067"
"160021794","West Virginia","Hancock","54029"
"160020553","South Dakota","Hand","46059"
"160020993","Iowa","Story","19169"
"160021795","Virginia","Hanover","51085"
"160021438","Alabama","Lauderdale","01077"
"160021437","Mississippi","Lauderdale","28075"
"160021852","Tennessee","Lauderdale","47097"
"160021399","Georgia","Harris","13145"
"160021853","Kentucky","Laurel","21125"
"160020584","Texas","Hockley","48219"
"160020605","Texas","Hutchinson","48233"
"160021825","North Carolina","Hyde","37095"
"160020585","Kansas","Hodgeman","20083"
"160021439","Georgia","Laurens","13175"
"160021440","South Carolina","Laurens","45059"
"160020684","Texas","Lavaca","48285"
"160020606","South Dakota","Hyde","46069"
"160021118","Louisiana","Iberia","22045"
"160022643","New York","Herkimer","36043"
"160021206","Florida","Hernando","12053"
"160019969","Nevada","Humboldt","32013"
"160021410","Mississippi","Humphreys","28053"
"160021824","Tennessee","Humphreys","47085"
"160022270","Michigan","Huron","26063"
"160022271","Ohio","Huron","39077"
"160022272","Michigan","Ingham","26065"
"160021442","Alabama","Lawrence","01079"
"160020685","Arkansas","Lawrence","05075"
"160022322","Illinois","Lawrence","17101"
"160019752","Montana","Madison","30057"
"160020604","South Dakota","Hutchinson","46067"
"160021119","Louisiana","Iberville","22047"
"160019705","Idaho","Idaho","16049"
"160020607","Iowa","Ida","19093"
"160019971","California","Imperial","06025"
"160020608","Arkansas","Independence","05063"
"160021210","Florida","Indian River","12061"
"160022273","Michigan","Ionia","26067"
"160022274","Michigan","Iosco","26069"
"160020609","Iowa","Iowa","19095"
"160022275","Wisconsin","Iowa","55049"
"160021826","North Carolina","Iredell","37097"
"160020610","Texas","Irion","48235"
"160022277","Michigan","Iron","26071"
"160020611","Missouri","Iron","29093"
"160020115","Utah","Iron","49021"
"160022276","Wisconsin","Iron","55051"
"160022278","Illinois","Iroquois","17075"
"160019707","Washington","Island","53029"
"160021411","Georgia","Irwin","13155"
"160019706","Minnesota","Isanti","27059"
"160021827","Virginia","Isle of Wight","51093"
"160021412","Mississippi","Issaquena","28055"
"160019708","Minnesota","Itasca","27061"
"160020612","Arkansas","Izard","05065"
"160021413","Mississippi","Itawamba","28057"
"160021414","Alabama","Jackson","01071"
"160022283","Illinois","Jackson","17077"
"160022282","Indiana","Jackson","18071"
"160020618","Iowa","Jackson","19097"
"160020615","Kansas","Jackson","20085"
"160021829","Kentucky","Jackson","21109"
"160021120","Louisiana","Jackson","22049"
"160022284","Michigan","Jackson","26075"
"160019709","Minnesota","Jackson","27063"
"160020620","Missouri","Jackson","29095"
"160021831","North Carolina","Jackson","37099"
"160022281","Ohio","Jackson","39079"
"160020619","Oklahoma","Jackson","40065"
"160021416","Mississippi","Jackson","28059"
"160020616","Texas","Jackson","48239"
"160021830","West Virginia","Jackson","54035"
"160022280","Wisconsin","Jackson","55053"
"160020613","Texas","Jack","48237"
"160022285","Illinois","Jasper","17079"
"160021832","Virginia","James City","51095"
"160021417","Georgia","Jasper","13159"
"160022286","Indiana","Jasper","18073"
"160020622","Iowa","Jasper","19099"
"160021418","Mississippi","Jasper","28061"
"160020623","Missouri","Jasper","29097"
"160021419","South Carolina","Jasper","45053"
"160020621","Texas","Jasper","48241"
"160022287","Indiana","Jay","18075"
"160021420","Georgia","Jeff Davis","13161"
"160020624","Texas","Jeff Davis","48243"
"160020629","Arkansas","Jefferson","05069"
"160021861","Kentucky","Letcher","21133"
"160021122","Louisiana","Jefferson Davis","22053"
"160021424","Mississippi","Jefferson Davis","28065"
"160021423","Alabama","Jefferson","01073"
"160021468","South Carolina","Marion","45067"
"160020117","Colorado","Jefferson","08059"
"160021212","Florida","Jefferson","12065"
"160021889","Tennessee","Marion","47115"
"160021422","Georgia","Jefferson","13163"
"160022718","Maryland","Prince George's","24033"
"160022289","Illinois","Jefferson","17081"
"160021835","Kentucky","Jefferson","21111"
"160021121","Louisiana","Jefferson","22051"
"160021421","Mississippi","Jefferson","28063"
"160020630","Missouri","Jefferson","29099"
"160019710","Montana","Jefferson","30043"
"160020626","Nebraska","Jefferson","31095"
"160022651","New York","Jefferson","36045"
"160022290","Ohio","Jefferson","39081"
"160020625","Oklahoma","Jefferson","40067"
"160019974","Oregon","Jefferson","41031"
"160022650","Pennsylvania","Jefferson","42065"
"160021833","Tennessee","Jefferson","47089"
"160020631","Texas","Jefferson","48245"
"160019712","Washington","Jefferson","53031"
"160021834","West Virginia","Jefferson","54037"
"160022291","Wisconsin","Jefferson","55055"
"160020636","Nebraska","Johnson","31097"
"160021840","North Carolina","Jones","37103"
"160022653","Maine","Kennebec","23011"
"160022303","Wisconsin","Kenosha","55059"
"160022654","Maryland","Kent","24029"
"160022304","Michigan","Kent","26081"
"160021842","Kentucky","Kenton","21117"
"160020653","Texas","Kenedy","48261"
"160022655","Delaware","Kent","10001"
"160022656","Rhode Island","Kent","44003"
"160020654","Texas","Kent","48263"
"160020655","Iowa","Keokuk","19107"
"160019976","California","Kern","06029"
"160020656","Texas","Kerr","48265"
"160021430","South Carolina","Kershaw","45055"
"160021180","Alaska","Ketchikan Gateway","02130"
"160022305","Wisconsin","Kewaunee","55061"
"160022306","Michigan","Keweenaw","26083"
"160020657","Nebraska","Keya Paha","31103"
"160019719","North Dakota","Kidder","38043"
"160021843","Virginia","King and Queen","51097"
"160021844","Virginia","King George","51099"
"160021845","Virginia","King William","51101"
"160020661","Oklahoma","Kingfisher","40073"
"160020662","Kansas","Kingman","20095"
"160022662","Pennsylvania","Lawrence","42073"
"160020686","South Dakota","Lawrence","46081"
"160021855","Tennessee","Lawrence","47099"
"160022657","New York","Kings","36047"
"160020660","Texas","King","48269"
"160020688","Oklahoma","Le Flore","40079"
"160019737","Minnesota","Le Sueur","27079"
"160021443","Mississippi","Leake","28079"
"160019720","Washington","King","53033"
"160020664","Texas","Kinney","48271"
"160020121","Colorado","Kiowa","08061"
"160020665","Kansas","Kiowa","20097"
"160020666","Oklahoma","Kiowa","40075"
"160020122","Colorado","Kit Carson","08063"
"160020129","New Mexico","Lea","35025"
"160019724","Minnesota","Kittson","27069"
"160019722","Washington","Kitsap","53035"
"160019723","Washington","Kittitas","53037"
"160019725","Washington","Klickitat","53039"
"160021846","Kentucky","Knott","21119"
"160019978","Oregon","Klamath","41035"
"160020667","Texas","Kleberg","48273"
"160022308","Illinois","Knox","17095"
"160022309","Ohio","Knox","39083"
"160021848","Tennessee","Knox","47093"
"160020668","Texas","Knox","48275"
"160021854","Kentucky","Lawrence","21127"
"160021441","Mississippi","Lawrence","28077"
"160022326","Michigan","Leelanau","26089"
"160021446","Mississippi","Lee","28081"
"160020687","Missouri","Lawrence","29109"
"160022324","Ohio","Lawrence","39087"
"160020689","Kansas","Leavenworth","20103"
"160020690","Arkansas","Lee","05077"
"160021856","Kentucky","Lee","21129"
"160021858","North Carolina","Lee","37105"
"160021215","Florida","Lee","12071"
"160022663","Pennsylvania","Lebanon","42075"
"160021447","Alabama","Lee","01081"
"160021445","Georgia","Lee","13177"
"160022325","Illinois","Lee","17103"
"160020692","Iowa","Lee","19111"
"160021444","South Carolina","Lee","45061"
"160020691","Texas","Lee","48287"
"160021448","Mississippi","Leflore","28083"
"160022664","Pennsylvania","Lehigh","42077"
"160019739","Idaho","Lemhi","16059"
"160022327","Michigan","Lenawee","26091"
"160021859","North Carolina","Lenoir","37107"
"160021216","Florida","Leon","12073"
"160020693","Texas","Leon","48289"
"160021860","Kentucky","Leslie","21131"
"160021866","West Virginia","Lincoln","54043"
"160021868","Tennessee","Lincoln","47103"
"160019748","Washington","Lincoln","53043"
"160020735","Texas","Marion","48315"
"160022329","Wisconsin","Lincoln","55069"
"160020131","Wyoming","Lincoln","56023"
"160020705","Iowa","Linn","19113"
"160020703","Kansas","Linn","20107"
"160020704","Missouri","Linn","29115"
"160021875","Virginia","Louisa","51109"
"160019986","Oregon","Linn","41043"
"160020717","Nebraska","Loup","31115"
"160020713","Arkansas","Logan","05083"
"160020133","Colorado","Logan","08075"
"160022332","Illinois","Logan","17107"
"160020712","Kansas","Logan","20109"
"160021880","North Carolina","Macon","37113"
"160021874","Virginia","Loudoun","51107"
"160020716","Iowa","Louisa","19115"
"160021879","Tennessee","Macon","47111"
"160022340","Illinois","Macoupin","17117"
"160020718","Oklahoma","Love","40085"
"160020719","Texas","Loving","48301"
"160022353","Michigan","Marquette","26103"
"160021455","Alabama","Lowndes","01085"
"160021457","Georgia","Lowndes","13185"
"160021456","Mississippi","Lowndes","28087"
"160021469","South Carolina","Marlboro","45069"
"160019989","California","Madera","06039"
"160021463","Alabama","Madison","01089"
"160022335","Ohio","Lucas","39095"
"160022336","Michigan","Luce","26095"
"160020730","Arkansas","Madison","05087"
"160021219","Florida","Madison","12079"
"160022352","Wisconsin","Marquette","55077"
"160021461","Georgia","Madison","13195"
"160019753","Idaho","Madison","16065"
"160022337","Michigan","Mackinac","26097"
"160022338","Michigan","Macomb","26099"
"160021460","Alabama","Macon","01087"
"160021459","Georgia","Macon","13193"
"160022339","Illinois","Macon","17115"
"160020726","Missouri","Macon","29121"
"160022343","Illinois","Madison","17119"
"160022342","Indiana","Madison","18095"
"160020729","Iowa","Madison","19121"
"160021883","Kentucky","Madison","21151"
"160021128","Louisiana","Madison","22065"
"160021479","Alabama","Monroe","01099"
"160020731","Nebraska","Madison","31119"
"160022671","New York","Madison","36053"
"160021882","North Carolina","Madison","37115"
"160020784","Arkansas","Monroe","05095"
"160022341","Ohio","Madison","39097"
"160021224","Florida","Monroe","12087"
"160021480","Georgia","Monroe","13207"
"160021884","Tennessee","Madison","47113"
"160020728","Texas","Madison","48313"
"160021881","Virginia","Madison","51113"
"160020743","Iowa","Marshall","19127"
"160020741","Kansas","Marshall","20117"
"160021471","Alabama","Marshall","01095"
"160022354","Illinois","Marshall","17123"
"160022355","Indiana","Marshall","18099"
"160022377","Illinois","Monroe","17133"
"160019766","Minnesota","Meeker","27093"
"160021892","Kentucky","Marshall","21157"
"160019756","Minnesota","Marshall","27089"
"160021470","Mississippi","Marshall","28093"
"160020742","Oklahoma","Marshall","40095"
"160022359","Illinois","Massac","17127"
"160020740","South Dakota","Marshall","46091"
"160021891","Tennessee","Marshall","47117"
"160021893","West Virginia","Marshall","54051"
"160022365","Ohio","Meigs","39105"
"160021222","Florida","Martin","12085"
"160022356","Indiana","Martin","18101"
"160021894","Kentucky","Martin","21159"
"160021911","Tennessee","Meigs","47121"
"160022379","Indiana","Monroe","18105"
"160019757","Minnesota","Martin","27091"
"160021895","North Carolina","Martin","37117"
"160020763","South Dakota","Mellette","46095"
"160020745","Texas","Mason","48319"
"160022037","Tennessee","Stewart","47161"
"160021921","Kentucky","Monroe","21171"
"160020746","Texas","Matagorda","48321"
"160019758","Washington","Mason","53045"
"160021898","West Virginia","Mason","54053"
"160021164","Alaska","Matanuska-Susitna","02170"
"160021900","Tennessee","Maury","47119"
"160021899","Virginia","Mathews","51115"
"160022791","Hawaii","Maui","15009"
"160019876","Montana","Stillwater","30095"
"160020753","Missouri","Mcdonald","29119"
"160022360","Illinois","Mcdonough","17109"
"160021904","North Carolina","Mcdowell","37111"
"160021903","West Virginia","Mcdowell","54047"
"160021473","Georgia","Mcduffie","13189"
"160020989","Missouri","Stoddard","29207"
"160019763","North Dakota","Mclean","38055"
"160020755","Texas","Mclennan","48309"
"160019764","Minnesota","Mcleod","27085"
"160021906","Tennessee","Mcminn","47107"
"160020756","Texas","Mcmullen","48311"
"160021907","Tennessee","Mcnairy","47109"
"160020759","Kansas","Mcpherson","20113"
"160022363","Michigan","Mecosta","26107"
"160022364","Ohio","Medina","39103"
"160020762","Texas","Medina","48325"
"160021914","West Virginia","Mercer","54055"
"160021475","Georgia","Meriwether","13199"
"160020766","Nebraska","Merrick","31121"
"160022675","New Hampshire","Merrimack","33013"
"160020138","Colorado","Mesa","08077"
"160021915","Kentucky","Metcalfe","21169"
"160022371","Indiana","Miami","18103"
"160021223","Florida","Miami-Dade","12086"
"160020767","Kansas","Miami","20121"
"160022372","Ohio","Miami","39109"
"160020769","Texas","Milam","48331"
"160022676","Connecticut","Middlesex","09007"
"160022678","Massachusetts","Middlesex","25017"
"160022677","New Jersey","Middlesex","34023"
"160020139","Utah","Millard","49027"
"160019769","Minnesota","Mille Lacs","27095"
"160020771","Arkansas","Miller","05091"
"160021476","Georgia","Miller","13201"
"160021916","Virginia","Middlesex","51119"
"160022373","Michigan","Midland","26111"
"160020768","Texas","Midland","48329"
"160022679","Pennsylvania","Mifflin","42087"
"160020770","Missouri","Miller","29131"
"160020773","Iowa","Mills","19129"
"160020772","Texas","Mills","48333"
"160022374","Wisconsin","Milwaukee","55079"
"160019996","Nevada","Mineral","32021"
"160021917","West Virginia","Mineral","54057"
"160020140","Colorado","Mineral","08079"
"160020896","Kansas","Rawlins","20153"
"160019770","Montana","Mineral","30061"
"160022710","New Jersey","Passaic","34031"
"160020897","Missouri","Ray","29177"
"160020774","South Dakota","Miner","46097"
"160021918","West Virginia","Mingo","54059"
"160020898","Texas","Reagan","48383"
"160020777","Arkansas","Mississippi","05093"
"160019771","Idaho","Minidoka","16067"
"160020775","South Dakota","Minnehaha","46099"
"160022375","Michigan","Missaukee","26113"
"160020776","Missouri","Mississippi","29133"
"160019772","Montana","Missoula","30063"
"160021478","Alabama","Mobile","01097"
"160021961","Virginia","Patrick","51141"
"160021500","Georgia","Paulding","13223"
"160019997","California","Modoc","06049"
"160022038","North Carolina","Stokes","37169"
"160020990","Arkansas","Stone","05137"
"160021541","Mississippi","Stone","28131"
"160020991","Missouri","Stone","29209"
"160020142","Arizona","Mohave","04015"
"160020781","Missouri","Moniteau","29135"
"160022680","New Jersey","Monmouth","34025"
"160019998","California","Mono","06051"
"160020782","Iowa","Monona","19133"
"160021920","West Virginia","Monongalia","54061"
"160020783","Iowa","Monroe","19135"
"160022380","Michigan","Monroe","26115"
"160021481","Mississippi","Monroe","28095"
"160020785","Missouri","Monroe","29137"
"160022682","New York","Monroe","36055"
"160021923","Tennessee","Monroe","47123"
"160021922","West Virginia","Monroe","54063"
"160022378","Wisconsin","Monroe","55081"
"160020786","Texas","Montague","48337"
"160022381","Michigan","Montcalm","26117"
"160022376","Ohio","Monroe","39111"
"160022681","Pennsylvania","Monroe","42089"
"160019999","California","Monterey","06053"
"160020850","Texas","Pecos","48371"
"160020788","Iowa","Montgomery","19137"
"160020143","Colorado","Montezuma","08083"
"160021484","Alabama","Montgomery","01101"
"160021924","Kentucky","Montgomery","21173"
"160022685","Maryland","Montgomery","24031"
"160020787","Arkansas","Montgomery","05097"
"160021482","Georgia","Montgomery","13209"
"160022382","Illinois","Montgomery","17135"
"160022383","Indiana","Montgomery","18107"
"160021483","Mississippi","Montgomery","28097"
"160020790","Kansas","Montgomery","20125"
"160022384","Ohio","Montgomery","39113"
"160022684","Pennsylvania","Montgomery","42091"
"160021944","North Carolina","Northampton","37131"
"160020992","Texas","Stonewall","48433"
"160021927","Tennessee","Montgomery","47125"
"160020792","South Dakota","Moody","46101"
"160022744","New Hampshire","Strafford","33017"
"160021932","Tennessee","Morgan","47129"
"160021930","Kentucky","Morgan","21175"
"160020794","Missouri","Morgan","29141"
"160022386","Ohio","Morgan","39115"
"160022389","Ohio","Morrow","39117"
"160019777","Minnesota","Mower","27099"
"160020187","Wyoming","Sublette","56035"
"160019808","North Dakota","Pembina","38067"
"160020809","Kansas","Ness","20135"
"160019785","Minnesota","Nicollet","27103"
"160020851","Missouri","Pemiscot","29155"
"160019809","Washington","Pend Oreille","53051"
"160021962","North Carolina","Pender","37141"
"160021937","North Carolina","New Hanover","37129"
"160022690","Delaware","New Castle","10003"
"160022691","Connecticut","New Haven","09009"
"160020811","Missouri","New Madrid","29143"
"160021938","Virginia","New Kent","51127"
"160022394","Indiana","Newton","18111"
"160021491","Mississippi","Newton","28101"
"160022692","Connecticut","New London","09011"
"160020814","Missouri","Newton","29145"
"160020813","Texas","Newton","48351"
"160019783","Idaho","Nez Perce","16069"
"160022693","New York","New York","36061"
"160022393","Michigan","Newaygo","26123"
"160021490","South Carolina","Newberry","45071"
"160021939","Virginia","Newport News","51700"
"160020150","Wyoming","Niobrara","56027"
"160022694","Rhode Island","Newport","44005"
"160020812","Arkansas","Newton","05101"
"160022695","New York","Niagara","36063"
"160021940","Kentucky","Nicholas","21181"
"160021941","West Virginia","Nicholas","54067"
"160021964","Kentucky","Pendleton","21191"
"160021963","West Virginia","Pendleton","54071"
"160021492","Georgia","Newton","13217"
"160022396","Indiana","Noble","18113"
"160019810","Minnesota","Pennington","27113"
"160021965","North Carolina","Perquimans","37143"
"160022696","Massachusetts","Norfolk","25021"
"160021942","Virginia","Norfolk","51710"
"160019788","Minnesota","Norman","27107"
"160019932","Alaska","North Slope","02185"
"160021503","Alabama","Perry","01105"
"160022697","Pennsylvania","Northampton","42095"
"160021943","Virginia","Northampton","51131"
"160020855","Arkansas","Perry","05105"
"160020820","Nebraska","Nuckolls","31129"
"160020821","Texas","Nueces","48355"
"160022698","Pennsylvania","Northumberland","42097"
"160021945","Virginia","Northumberland","51133"
"160019933","Alaska","Northwest Arctic","02188"
"160020818","Kansas","Norton","20137"
"160021946","Virginia","Norton","51720"
"160021947","Virginia","Nottoway","51135"
"160020819","Oklahoma","Nowata","40105"
"160021493","Mississippi","Noxubee","28103"
"160022419","Illinois","Perry","17145"
"160020836","Kansas","Ottawa","20143"
"160020004","Nevada","Nye","32023"
"160020822","Iowa","O'Brien","19141"
"160022397","Michigan","Oakland","26125"
"160022705","Vermont","Orleans","50019"
"160022418","Indiana","Perry","18123"
"160020831","Kansas","Osage","20139"
"160020830","Missouri","Osage","29151"
"160021131","Louisiana","Orleans","22071"
"160022706","New York","Orleans","36073"
"160022406","Michigan","Osceola","26133"
"160022407","Michigan","Oscoda","26135"
"160021967","Kentucky","Perry","21193"
