"geoid","measure","value","year"
"24031700101","at_risk_high_cnt",14,2022
"24031700101","at_risk_low_cnt",11,2022
"24031700101","at_risk_medium_cnt",49,2022
"24031700101","food_insecure_cnt",361,2022
"24031700101","food_secure_cnt",1130,2022
"24031700101","total_household_cnt",1565,2022
"24031700101","at_risk_high_pct",0.89,2022
"24031700101","at_risk_low_pct",0.7,2022
"24031700101","at_risk_medium_pct",3.13,2022
"24031700101","food_insecure_pct",23.07,2022
"24031700101","food_secure_pct",72.2,2022
"24031700103","at_risk_high_cnt",42,2022
"24031700103","at_risk_low_cnt",56,2022
"24031700103","at_risk_medium_cnt",107,2022
"24031700103","food_insecure_cnt",396,2022
"24031700103","food_secure_cnt",1254,2022
"24031700103","total_household_cnt",1855,2022
"24031700103","at_risk_high_pct",2.26,2022
"24031700103","at_risk_low_pct",3.02,2022
"24031700103","at_risk_medium_pct",5.77,2022
"24031700103","food_insecure_pct",21.35,2022
"24031700103","food_secure_pct",67.6,2022
"24031700104","at_risk_high_cnt",55,2022
"24031700104","at_risk_low_cnt",106,2022
"24031700104","at_risk_medium_cnt",17,2022
"24031700104","food_insecure_cnt",686,2022
"24031700104","food_secure_cnt",860,2022
"24031700104","total_household_cnt",1725,2022
"24031700104","at_risk_high_pct",3.19,2022
"24031700104","at_risk_low_pct",6.14,2022
"24031700104","at_risk_medium_pct",0.99,2022
"24031700104","food_insecure_pct",39.77,2022
"24031700104","food_secure_pct",49.86,2022
"24031700105","at_risk_high_cnt",84,2022
"24031700105","at_risk_low_cnt",121,2022
"24031700105","at_risk_medium_cnt",29,2022
"24031700105","food_insecure_cnt",608,2022
"24031700105","food_secure_cnt",1254,2022
"24031700105","total_household_cnt",2096,2022
"24031700105","at_risk_high_pct",4.01,2022
"24031700105","at_risk_low_pct",5.77,2022
"24031700105","at_risk_medium_pct",1.38,2022
"24031700105","food_insecure_pct",29.01,2022
"24031700105","food_secure_pct",59.83,2022
"24031700204","at_risk_high_cnt",33,2022
"24031700204","at_risk_low_cnt",18,2022
"24031700204","at_risk_medium_cnt",28,2022
"24031700204","food_insecure_cnt",363,2022
"24031700204","food_secure_cnt",433,2022
"24031700204","total_household_cnt",876,2022
"24031700204","at_risk_high_pct",3.77,2022
"24031700204","at_risk_low_pct",2.05,2022
"24031700204","at_risk_medium_pct",3.2,2022
"24031700204","food_insecure_pct",41.44,2022
"24031700204","food_secure_pct",49.43,2022
"24031700206","at_risk_high_cnt",48,2022
"24031700206","at_risk_low_cnt",108,2022
"24031700206","at_risk_medium_cnt",65,2022
"24031700206","food_insecure_cnt",290,2022
"24031700206","food_secure_cnt",1361,2022
"24031700206","total_household_cnt",1871,2022
"24031700206","at_risk_high_pct",2.57,2022
"24031700206","at_risk_low_pct",5.77,2022
"24031700206","at_risk_medium_pct",3.47,2022
"24031700206","food_insecure_pct",15.5,2022
"24031700206","food_secure_pct",72.74,2022
"24031700207","at_risk_high_cnt",19,2022
"24031700207","at_risk_low_cnt",21,2022
"24031700207","at_risk_medium_cnt",58,2022
"24031700207","food_insecure_cnt",617,2022
"24031700207","food_secure_cnt",1062,2022
"24031700207","total_household_cnt",1778,2022
"24031700207","at_risk_high_pct",1.07,2022
"24031700207","at_risk_low_pct",1.18,2022
"24031700207","at_risk_medium_pct",3.26,2022
"24031700207","food_insecure_pct",34.7,2022
"24031700207","food_secure_pct",59.73,2022
"24031700208","at_risk_high_cnt",23,2022
"24031700208","at_risk_low_cnt",17,2022
"24031700208","at_risk_medium_cnt",19,2022
"24031700208","food_insecure_cnt",274,2022
"24031700208","food_secure_cnt",433,2022
"24031700208","total_household_cnt",765,2022
"24031700208","at_risk_high_pct",3.01,2022
"24031700208","at_risk_low_pct",2.22,2022
"24031700208","at_risk_medium_pct",2.48,2022
"24031700208","food_insecure_pct",35.82,2022
"24031700208","food_secure_pct",56.6,2022
"24031700209","at_risk_high_cnt",10,2022
"24031700209","at_risk_low_cnt",8,2022
"24031700209","at_risk_medium_cnt",35,2022
"24031700209","food_insecure_cnt",304,2022
"24031700209","food_secure_cnt",1262,2022
"24031700209","total_household_cnt",1619,2022
"24031700209","at_risk_high_pct",0.62,2022
"24031700209","at_risk_low_pct",0.49,2022
"24031700209","at_risk_medium_pct",2.16,2022
"24031700209","food_insecure_pct",18.78,2022
"24031700209","food_secure_pct",77.95,2022
"24031700210","at_risk_high_cnt",68,2022
"24031700210","at_risk_low_cnt",20,2022
"24031700210","at_risk_medium_cnt",101,2022
"24031700210","food_insecure_cnt",520,2022
"24031700210","food_secure_cnt",1968,2022
"24031700210","total_household_cnt",2676,2022
"24031700210","at_risk_high_pct",2.54,2022
"24031700210","at_risk_low_pct",0.75,2022
"24031700210","at_risk_medium_pct",3.77,2022
"24031700210","food_insecure_pct",19.43,2022
"24031700210","food_secure_pct",73.54,2022
"24031700306","at_risk_high_cnt",75,2022
"24031700306","at_risk_low_cnt",127,2022
"24031700306","at_risk_medium_cnt",65,2022
"24031700306","food_insecure_cnt",688,2022
"24031700306","food_secure_cnt",1463,2022
"24031700306","total_household_cnt",2418,2022
"24031700306","at_risk_high_pct",3.1,2022
"24031700306","at_risk_low_pct",5.25,2022
"24031700306","at_risk_medium_pct",2.69,2022
"24031700306","food_insecure_pct",28.45,2022
"24031700306","food_secure_pct",60.5,2022
"24031700308","at_risk_high_cnt",111,2022
"24031700308","at_risk_low_cnt",86,2022
"24031700308","at_risk_medium_cnt",38,2022
"24031700308","food_insecure_cnt",931,2022
"24031700308","food_secure_cnt",1244,2022
"24031700308","total_household_cnt",2411,2022
"24031700308","at_risk_high_pct",4.6,2022
"24031700308","at_risk_low_pct",3.57,2022
"24031700308","at_risk_medium_pct",1.58,2022
"24031700308","food_insecure_pct",38.61,2022
"24031700308","food_secure_pct",51.6,2022
"24031700309","at_risk_high_cnt",132,2022
"24031700309","at_risk_low_cnt",68,2022
"24031700309","at_risk_medium_cnt",33,2022
"24031700309","food_insecure_cnt",807,2022
"24031700309","food_secure_cnt",975,2022
"24031700309","total_household_cnt",2015,2022
"24031700309","at_risk_high_pct",6.55,2022
"24031700309","at_risk_low_pct",3.37,2022
"24031700309","at_risk_medium_pct",1.64,2022
"24031700309","food_insecure_pct",40.05,2022
"24031700309","food_secure_pct",48.39,2022
"24031700310","at_risk_high_cnt",204,2022
"24031700310","at_risk_low_cnt",229,2022
"24031700310","at_risk_medium_cnt",23,2022
"24031700310","food_insecure_cnt",1026,2022
"24031700310","food_secure_cnt",1282,2022
"24031700310","total_household_cnt",2765,2022
"24031700310","at_risk_high_pct",7.38,2022
"24031700310","at_risk_low_pct",8.28,2022
"24031700310","at_risk_medium_pct",0.83,2022
"24031700310","food_insecure_pct",37.11,2022
"24031700310","food_secure_pct",46.37,2022
"24031700313","at_risk_high_cnt",31,2022
"24031700313","at_risk_low_cnt",6,2022
"24031700313","at_risk_medium_cnt",49,2022
"24031700313","food_insecure_cnt",539,2022
"24031700313","food_secure_cnt",830,2022
"24031700313","total_household_cnt",1454,2022
"24031700313","at_risk_high_pct",2.13,2022
"24031700313","at_risk_low_pct",0.41,2022
"24031700313","at_risk_medium_pct",3.37,2022
"24031700313","food_insecure_pct",37.07,2022
"24031700313","food_secure_pct",57.08,2022
"24031700314","at_risk_high_cnt",20,2022
"24031700314","at_risk_low_cnt",10,2022
"24031700314","at_risk_medium_cnt",29,2022
"24031700314","food_insecure_cnt",180,2022
"24031700314","food_secure_cnt",900,2022
"24031700314","total_household_cnt",1138,2022
"24031700314","at_risk_high_pct",1.76,2022
"24031700314","at_risk_low_pct",0.88,2022
"24031700314","at_risk_medium_pct",2.55,2022
"24031700314","food_insecure_pct",15.82,2022
"24031700314","food_secure_pct",79.09,2022
"24031700315","at_risk_high_cnt",29,2022
"24031700315","at_risk_low_cnt",13,2022
"24031700315","at_risk_medium_cnt",47,2022
"24031700315","food_insecure_cnt",276,2022
"24031700315","food_secure_cnt",1297,2022
"24031700315","total_household_cnt",1662,2022
"24031700315","at_risk_high_pct",1.74,2022
"24031700315","at_risk_low_pct",0.78,2022
"24031700315","at_risk_medium_pct",2.83,2022
"24031700315","food_insecure_pct",16.61,2022
"24031700315","food_secure_pct",78.04,2022
"24031700316","at_risk_high_cnt",27,2022
"24031700316","at_risk_low_cnt",14,2022
"24031700316","at_risk_medium_cnt",54,2022
"24031700316","food_insecure_cnt",252,2022
"24031700316","food_secure_cnt",788,2022
"24031700316","total_household_cnt",1135,2022
"24031700316","at_risk_high_pct",2.38,2022
"24031700316","at_risk_low_pct",1.23,2022
"24031700316","at_risk_medium_pct",4.76,2022
"24031700316","food_insecure_pct",22.2,2022
"24031700316","food_secure_pct",69.43,2022
"24031700317","at_risk_high_cnt",22,2022
"24031700317","at_risk_low_cnt",19,2022
"24031700317","at_risk_medium_cnt",57,2022
"24031700317","food_insecure_cnt",378,2022
"24031700317","food_secure_cnt",1361,2022
"24031700317","total_household_cnt",1837,2022
"24031700317","at_risk_high_pct",1.2,2022
"24031700317","at_risk_low_pct",1.03,2022
"24031700317","at_risk_medium_pct",3.1,2022
"24031700317","food_insecure_pct",20.58,2022
"24031700317","food_secure_pct",74.09,2022
"24031700318","at_risk_high_cnt",14,2022
"24031700318","at_risk_low_cnt",11,2022
"24031700318","at_risk_medium_cnt",15,2022
"24031700318","food_insecure_cnt",356,2022
"24031700318","food_secure_cnt",633,2022
"24031700318","total_household_cnt",1029,2022
"24031700318","at_risk_high_pct",1.36,2022
"24031700318","at_risk_low_pct",1.07,2022
"24031700318","at_risk_medium_pct",1.46,2022
"24031700318","food_insecure_pct",34.6,2022
"24031700318","food_secure_pct",61.52,2022
"24031700400","at_risk_high_cnt",11,2022
"24031700400","at_risk_low_cnt",11,2022
"24031700400","at_risk_medium_cnt",8,2022
"24031700400","food_insecure_cnt",251,2022
"24031700400","food_secure_cnt",535,2022
"24031700400","total_household_cnt",815,2022
"24031700400","at_risk_high_pct",1.35,2022
"24031700400","at_risk_low_pct",1.35,2022
"24031700400","at_risk_medium_pct",0.98,2022
"24031700400","food_insecure_pct",30.8,2022
"24031700400","food_secure_pct",65.64,2022
"24031700500","at_risk_high_cnt",70,2022
"24031700500","at_risk_low_cnt",36,2022
"24031700500","at_risk_medium_cnt",16,2022
"24031700500","food_insecure_cnt",646,2022
"24031700500","food_secure_cnt",1642,2022
"24031700500","total_household_cnt",2410,2022
"24031700500","at_risk_high_pct",2.9,2022
"24031700500","at_risk_low_pct",1.49,2022
"24031700500","at_risk_medium_pct",0.66,2022
"24031700500","food_insecure_pct",26.8,2022
"24031700500","food_secure_pct",68.13,2022
"24031700604","at_risk_high_cnt",47,2022
"24031700604","at_risk_low_cnt",8,2022
"24031700604","at_risk_medium_cnt",55,2022
"24031700604","food_insecure_cnt",397,2022
"24031700604","food_secure_cnt",1814,2022
"24031700604","total_household_cnt",2321,2022
"24031700604","at_risk_high_pct",2.02,2022
