"geoid","measure","value","year"
"51153900100","at_risk_high_cnt",13,2022
"51153900100","at_risk_low_cnt",15,2022
"51153900100","at_risk_medium_cnt",12,2022
"51153900100","food_insecure_cnt",366,2022
"51153900100","food_secure_cnt",1149,2022
"51153900100","total_household_cnt",1555,2022
"51153900100","at_risk_high_pct",0.84,2022
"51153900100","at_risk_low_pct",0.96,2022
"51153900100","at_risk_medium_pct",0.77,2022
"51153900100","food_insecure_pct",23.54,2022
"51153900100","food_secure_pct",73.89,2022
"51153900201","at_risk_high_cnt",11,2022
"51153900201","at_risk_low_cnt",11,2022
"51153900201","at_risk_medium_cnt",25,2022
"51153900201","food_insecure_cnt",408,2022
"51153900201","food_secure_cnt",430,2022
"51153900201","total_household_cnt",885,2022
"51153900201","at_risk_high_pct",1.24,2022
"51153900201","at_risk_low_pct",1.24,2022
"51153900201","at_risk_medium_pct",2.82,2022
"51153900201","food_insecure_pct",46.1,2022
"51153900201","food_secure_pct",48.59,2022
"51153900202","at_risk_high_cnt",30,2022
"51153900202","at_risk_low_cnt",53,2022
"51153900202","at_risk_medium_cnt",35,2022
"51153900202","food_insecure_cnt",645,2022
"51153900202","food_secure_cnt",407,2022
"51153900202","total_household_cnt",1171,2022
"51153900202","at_risk_high_pct",2.56,2022
"51153900202","at_risk_low_pct",4.53,2022
"51153900202","at_risk_medium_pct",2.99,2022
"51153900202","food_insecure_pct",55.08,2022
"51153900202","food_secure_pct",34.76,2022
"51153900203","at_risk_high_cnt",50,2022
"51153900203","at_risk_low_cnt",34,2022
"51153900203","at_risk_medium_cnt",43,2022
"51153900203","food_insecure_cnt",811,2022
"51153900203","food_secure_cnt",485,2022
"51153900203","total_household_cnt",1424,2022
"51153900203","at_risk_high_pct",3.51,2022
"51153900203","at_risk_low_pct",2.39,2022
"51153900203","at_risk_medium_pct",3.02,2022
"51153900203","food_insecure_pct",56.95,2022
"51153900203","food_secure_pct",34.06,2022
"51153900301","at_risk_high_cnt",111,2022
"51153900301","at_risk_low_cnt",38,2022
"51153900301","at_risk_medium_cnt",10,2022
"51153900301","food_insecure_cnt",551,2022
"51153900301","food_secure_cnt",809,2022
"51153900301","total_household_cnt",1518,2022
"51153900301","at_risk_high_pct",7.31,2022
"51153900301","at_risk_low_pct",2.5,2022
"51153900301","at_risk_medium_pct",0.66,2022
"51153900301","food_insecure_pct",36.3,2022
"51153900301","food_secure_pct",53.29,2022
"51153900302","at_risk_high_cnt",134,2022
"51153900302","at_risk_low_cnt",58,2022
"51153900302","at_risk_medium_cnt",60,2022
"51153900302","food_insecure_cnt",771,2022
"51153900302","food_secure_cnt",1134,2022
"51153900302","total_household_cnt",2158,2022
"51153900302","at_risk_high_pct",6.21,2022
"51153900302","at_risk_low_pct",2.69,2022
"51153900302","at_risk_medium_pct",2.78,2022
"51153900302","food_insecure_pct",35.73,2022
"51153900302","food_secure_pct",52.55,2022
"51153900403","at_risk_high_cnt",30,2022
"51153900403","at_risk_low_cnt",28,2022
"51153900403","at_risk_medium_cnt",96,2022
"51153900403","food_insecure_cnt",980,2022
"51153900403","food_secure_cnt",773,2022
"51153900403","total_household_cnt",1908,2022
"51153900403","at_risk_high_pct",1.57,2022
"51153900403","at_risk_low_pct",1.47,2022
"51153900403","at_risk_medium_pct",5.03,2022
"51153900403","food_insecure_pct",51.36,2022
"51153900403","food_secure_pct",40.51,2022
"51153900404","at_risk_high_cnt",43,2022
"51153900404","at_risk_low_cnt",33,2022
"51153900404","at_risk_medium_cnt",81,2022
"51153900404","food_insecure_cnt",977,2022
"51153900404","food_secure_cnt",598,2022
"51153900404","total_household_cnt",1732,2022
"51153900404","at_risk_high_pct",2.48,2022
"51153900404","at_risk_low_pct",1.91,2022
"51153900404","at_risk_medium_pct",4.68,2022
"51153900404","food_insecure_pct",56.41,2022
"51153900404","food_secure_pct",34.53,2022
"51153900407","at_risk_high_cnt",41,2022
"51153900407","at_risk_low_cnt",37,2022
"51153900407","at_risk_medium_cnt",81,2022
"51153900407","food_insecure_cnt",1329,2022
"51153900407","food_secure_cnt",828,2022
"51153900407","total_household_cnt",2316,2022
"51153900407","at_risk_high_pct",1.77,2022
"51153900407","at_risk_low_pct",1.6,2022
"51153900407","at_risk_medium_pct",3.5,2022
"51153900407","food_insecure_pct",57.38,2022
"51153900407","food_secure_pct",35.75,2022
"51153900408","at_risk_high_cnt",44,2022
"51153900408","at_risk_low_cnt",36,2022
"51153900408","at_risk_medium_cnt",30,2022
"51153900408","food_insecure_cnt",445,2022
"51153900408","food_secure_cnt",998,2022
"51153900408","total_household_cnt",1554,2022
"51153900408","at_risk_high_pct",2.83,2022
"51153900408","at_risk_low_pct",2.32,2022
"51153900408","at_risk_medium_pct",1.93,2022
"51153900408","food_insecure_pct",28.64,2022
"51153900408","food_secure_pct",64.22,2022
"51153900409","at_risk_high_cnt",37,2022
"51153900409","at_risk_low_cnt",17,2022
"51153900409","at_risk_medium_cnt",80,2022
"51153900409","food_insecure_cnt",747,2022
"51153900409","food_secure_cnt",684,2022
"51153900409","total_household_cnt",1565,2022
"51153900409","at_risk_high_pct",2.36,2022
"51153900409","at_risk_low_pct",1.09,2022
"51153900409","at_risk_medium_pct",5.11,2022
"51153900409","food_insecure_pct",47.73,2022
"51153900409","food_secure_pct",43.71,2022
"51153900410","at_risk_high_cnt",25,2022
"51153900410","at_risk_low_cnt",33,2022
"51153900410","at_risk_medium_cnt",88,2022
"51153900410","food_insecure_cnt",954,2022
"51153900410","food_secure_cnt",889,2022
"51153900410","total_household_cnt",1989,2022
"51153900410","at_risk_high_pct",1.26,2022
