geoid,measure,measure_type,region_name,region_type,value,year,moe
51177020309,emp_rate,percent,"Census Tract 203.09, Spotsylvania County, Virginia",tract,94.98,2015,""
51059451602,emp_rate,percent,"Census Tract 4516.02, Fairfax County, Virginia",tract,93.95,2015,""
51059416300,emp_rate,percent,"Census Tract 4163, Fairfax County, Virginia",tract,95.74,2015,""
51059421300,emp_rate,percent,"Census Tract 4213, Fairfax County, Virginia",tract,95.19,2015,""
51059421500,emp_rate,percent,"Census Tract 4215, Fairfax County, Virginia",tract,93.38,2015,""
51059421900,emp_rate,percent,"Census Tract 4219, Fairfax County, Virginia",tract,87.09,2015,""
51059430400,emp_rate,percent,"Census Tract 4304, Fairfax County, Virginia",tract,97.27,2015,""
51059460300,emp_rate,percent,"Census Tract 4603, Fairfax County, Virginia",tract,96.85,2015,""
51059451900,emp_rate,percent,"Census Tract 4519, Fairfax County, Virginia",tract,95.9,2015,""
51059452000,emp_rate,percent,"Census Tract 4520, Fairfax County, Virginia",tract,93.25,2015,""
51059481000,emp_rate,percent,"Census Tract 4810, Fairfax County, Virginia",tract,92.19,2015,""
51059481900,emp_rate,percent,"Census Tract 4819, Fairfax County, Virginia",tract,96.34,2015,""
51059415200,emp_rate,percent,"Census Tract 4152, Fairfax County, Virginia",tract,96.32,2015,""
51059415600,emp_rate,percent,"Census Tract 4156, Fairfax County, Virginia",tract,97.12,2015,""
51059416200,emp_rate,percent,"Census Tract 4162, Fairfax County, Virginia",tract,87.34,2015,""
51059450400,emp_rate,percent,"Census Tract 4504, Fairfax County, Virginia",tract,93.28,2015,""
51059416000,emp_rate,percent,"Census Tract 4160, Fairfax County, Virginia",tract,96.41,2015,""
51031020402,emp_rate,percent,"Census Tract 204.02, Campbell County, Virginia",tract,92.97,2015,""
51031020403,emp_rate,percent,"Census Tract 204.03, Campbell County, Virginia",tract,95.8,2015,""
51033030100,emp_rate,percent,"Census Tract 301, Caroline County, Virginia",tract,93.39,2015,""
51033030201,emp_rate,percent,"Census Tract 302.01, Caroline County, Virginia",tract,90.78,2015,""
51033030202,emp_rate,percent,"Census Tract 302.02, Caroline County, Virginia",tract,94.87,2015,""
51033030300,emp_rate,percent,"Census Tract 303, Caroline County, Virginia",tract,93.18,2015,""
51033030400,emp_rate,percent,"Census Tract 304, Caroline County, Virginia",tract,92.8,2015,""
51033030500,emp_rate,percent,"Census Tract 305, Caroline County, Virginia",tract,90.19,2015,""
51033030600,emp_rate,percent,"Census Tract 306, Caroline County, Virginia",tract,89.93,2015,""
51035080100,emp_rate,percent,"Census Tract 801, Carroll County, Virginia",tract,91.02,2015,""
51035080200,emp_rate,percent,"Census Tract 802, Carroll County, Virginia",tract,95.86,2015,""
51035080300,emp_rate,percent,"Census Tract 803, Carroll County, Virginia",tract,93.1,2015,""
51035080400,emp_rate,percent,"Census Tract 804, Carroll County, Virginia",tract,93.51,2015,""
51035080500,emp_rate,percent,"Census Tract 805, Carroll County, Virginia",tract,97.2,2015,""
51107610507,emp_rate,percent,"Census Tract 6105.07, Loudoun County, Virginia",tract,93.05,2015,""
51107610603,emp_rate,percent,"Census Tract 6106.03, Loudoun County, Virginia",tract,98.55,2015,""
51107610604,emp_rate,percent,"Census Tract 6106.04, Loudoun County, Virginia",tract,94.7,2015,""
51107610701,emp_rate,percent,"Census Tract 6107.01, Loudoun County, Virginia",tract,94.49,2015,""
51107610702,emp_rate,percent,"Census Tract 6107.02, Loudoun County, Virginia",tract,95.8,2015,""
51107610703,emp_rate,percent,"Census Tract 6107.03, Loudoun County, Virginia",tract,97.9,2015,""
51107611010,emp_rate,percent,"Census Tract 6110.10, Loudoun County, Virginia",tract,94.35,2015,""
51107611011,emp_rate,percent,"Census Tract 6110.11, Loudoun County, Virginia",tract,93.27,2015,""
51107611012,emp_rate,percent,"Census Tract 6110.12, Loudoun County, Virginia",tract,97.24,2015,""
51107611013,emp_rate,percent,"Census Tract 6110.13, Loudoun County, Virginia",tract,94.96,2015,""
51107611014,emp_rate,percent,"Census Tract 6110.14, Loudoun County, Virginia",tract,96.07,2015,""
51107611015,emp_rate,percent,"Census Tract 6110.15, Loudoun County, Virginia",tract,97.12,2015,""
51107611016,emp_rate,percent,"Census Tract 6110.16, Loudoun County, Virginia",tract,97.8,2015,""
51107611017,emp_rate,percent,"Census Tract 6110.17, Loudoun County, Virginia",tract,95.04,2015,""
51107611018,emp_rate,percent,"Census Tract 6110.18, Loudoun County, Virginia",tract,94.31,2015,""
51107611009,emp_rate,percent,"Census Tract 6110.09, Loudoun County, Virginia",tract,97.25,2015,""
51107611019,emp_rate,percent,"Census Tract 6110.19, Loudoun County, Virginia",tract,96.61,2015,""
51107611020,emp_rate,percent,"Census Tract 6110.20, Loudoun County, Virginia",tract,96.97,2015,""
51107611021,emp_rate,percent,"Census Tract 6110.21, Loudoun County, Virginia",tract,98.68,2015,""
51107611022,emp_rate,percent,"Census Tract 6110.22, Loudoun County, Virginia",tract,96.44,2015,""
51107611023,emp_rate,percent,"Census Tract 6110.23, Loudoun County, Virginia",tract,96.22,2015,""
51031020700,emp_rate,percent,"Census Tract 207, Campbell County, Virginia",tract,94.02,2015,""
51031020300,emp_rate,percent,"Census Tract 203, Campbell County, Virginia",tract,93.19,2015,""
51031020800,emp_rate,percent,"Census Tract 208, Campbell County, Virginia",tract,95.54,2015,""
51031020900,emp_rate,percent,"Census Tract 209, Campbell County, Virginia",tract,96.53,2015,""
51031020600,emp_rate,percent,"Census Tract 206, Campbell County, Virginia",tract,92.58,2015,""
51031020200,emp_rate,percent,"Census Tract 202, Campbell County, Virginia",tract,96.15,2015,""
51087200105,emp_rate,percent,"Census Tract 2001.05, Henrico County, Virginia",tract,89.51,2015,""
51087200112,emp_rate,percent,"Census Tract 2001.12, Henrico County, Virginia",tract,94.96,2015,""
51087200503,emp_rate,percent,"Census Tract 2005.03, Henrico County, Virginia",tract,89.18,2015,""
51087200600,emp_rate,percent,"Census Tract 2006, Henrico County, Virginia",tract,91.23,2015,""
51035080601,emp_rate,percent,"Census Tract 806.01, Carroll County, Virginia",tract,82.94,2015,""
51035080602,emp_rate,percent,"Census Tract 806.02, Carroll County, Virginia",tract,93.34,2015,""
51179010403,emp_rate,percent,"Census Tract 104.03, Stafford County, Virginia",tract,94.13,2015,""
51179010204,emp_rate,percent,"Census Tract 102.04, Stafford County, Virginia",tract,95.14,2015,""
51179010205,emp_rate,percent,"Census Tract 102.05, Stafford County, Virginia",tract,87.69,2015,""
51179010502,emp_rate,percent,"Census Tract 105.02, Stafford County, Virginia",tract,96.55,2015,""
51179010103,emp_rate,percent,"Census Tract 101.03, Stafford County, Virginia",tract,95.48,2015,""
51179010207,emp_rate,percent,"Census Tract 102.07, Stafford County, Virginia",tract,96.08,2015,""
51680000600,emp_rate,percent,"Census Tract 6, Lynchburg city, Virginia",tract,81.69,2015,""
51680000203,emp_rate,percent,"Census Tract 2.03, Lynchburg city, Virginia",tract,90.55,2015,""
51680000400,emp_rate,percent,"Census Tract 4, Lynchburg city, Virginia",tract,88.71,2015,""
51680001400,emp_rate,percent,"Census Tract 14, Lynchburg city, Virginia",tract,85.54,2015,""
51680000201,emp_rate,percent,"Census Tract 2.01, Lynchburg city, Virginia",tract,94.13,2015,""
51680001100,emp_rate,percent,"Census Tract 11, Lynchburg city, Virginia",tract,90.53,2015,""
51680000900,emp_rate,percent,"Census Tract 9, Lynchburg city, Virginia",tract,92.97,2015,""
51680000100,emp_rate,percent,"Census Tract 1, Lynchburg city, Virginia",tract,97.95,2015,""
51680000802,emp_rate,percent,"Census Tract 8.02, Lynchburg city, Virginia",tract,94.94,2015,""
51680001700,emp_rate,percent,"Census Tract 17, Lynchburg city, Virginia",tract,97.28,2015,""
51680001800,emp_rate,percent,"Census Tract 18, Lynchburg city, Virginia",tract,99.52,2015,""
51680000500,emp_rate,percent,"Census Tract 5, Lynchburg city, Virginia",tract,92.36,2015,""
51680000801,emp_rate,percent,"Census Tract 8.01, Lynchburg city, Virginia",tract,97.32,2015,""
51680001000,emp_rate,percent,"Census Tract 10, Lynchburg city, Virginia",tract,90.75,2015,""
51680000300,emp_rate,percent,"Census Tract 3, Lynchburg city, Virginia",tract,95.51,2015,""
51680000202,emp_rate,percent,"Census Tract 2.02, Lynchburg city, Virginia",tract,89.07,2015,""
51680001600,emp_rate,percent,"Census Tract 16, Lynchburg city, Virginia",tract,93.78,2015,""
51680000700,emp_rate,percent,"Census Tract 7, Lynchburg city, Virginia",tract,88.04,2015,""
51199050206,emp_rate,percent,"Census Tract 502.06, York County, Virginia",tract,96.78,2015,""
51199050304,emp_rate,percent,"Census Tract 503.04, York County, Virginia",tract,98.48,2015,""
