geoid,year,measure,value,moe,Unnamed: 0
51760030100,2018,health_opportunity_indicator,2,,1
51710004800,2018,health_opportunity_indicator,3,,2
51760020200,2018,health_opportunity_indicator,3,,3
51770002502,2018,health_opportunity_indicator,2,,4
51710004200,2018,health_opportunity_indicator,3,,5
51760030501,2018,health_opportunity_indicator,3,,6
51760020100,2018,health_opportunity_indicator,3,,7
51710004100,2018,health_opportunity_indicator,3,,8
51730810100,2018,health_opportunity_indicator,1,,9
51700030100,2018,health_opportunity_indicator,2,,10
51740211800,2018,health_opportunity_indicator,3,,11
51710003501,2018,health_opportunity_indicator,3,,12
51003010904,2018,health_opportunity_indicator,3,,13
51013101704,2018,health_opportunity_indicator,4,,14
51013101408,2018,health_opportunity_indicator,4,,15
51760020400,2018,health_opportunity_indicator,3,,16
51740210500,2018,health_opportunity_indicator,3,,17
51059451400,2018,health_opportunity_indicator,3,,18
51760040300,2018,health_opportunity_indicator,2,,19
51013102701,2018,health_opportunity_indicator,4,,20
51760060800,2018,health_opportunity_indicator,3,,21
51590000400,2018,health_opportunity_indicator,2,,22
51730810600,2018,health_opportunity_indicator,1,,23
51059451601,2018,health_opportunity_indicator,3,,24
51730810700,2018,health_opportunity_indicator,1,,25
51760010300,2018,health_opportunity_indicator,1,,26
51510201206,2018,health_opportunity_indicator,4,,27
51013103505,2018,health_opportunity_indicator,4,,28
51700030600,2018,health_opportunity_indicator,4,,29
51013103503,2018,health_opportunity_indicator,4,,30
51760021000,2018,health_opportunity_indicator,4,,31
51710005100,2018,health_opportunity_indicator,1,,32
51650011400,2018,health_opportunity_indicator,2,,33
51087200805,2018,health_opportunity_indicator,2,,34
51013103602,2018,health_opportunity_indicator,4,,35
51700030800,2018,health_opportunity_indicator,3,,36
51760060900,2018,health_opportunity_indicator,2,,37
51590000500,2018,health_opportunity_indicator,4,,38
51013101603,2018,health_opportunity_indicator,4,,39
51760070601,2018,health_opportunity_indicator,3,,40
51700030400,2018,health_opportunity_indicator,4,,41
51105950301,2018,health_opportunity_indicator,2,,42
51740212100,2018,health_opportunity_indicator,1,,43
51059461902,2018,health_opportunity_indicator,2,,44
51800065500,2018,health_opportunity_indicator,2,,45
51710000902,2018,health_opportunity_indicator,3,,46
51760060700,2018,health_opportunity_indicator,3,,47
51710002900,2018,health_opportunity_indicator,4,,48
51800065100,2018,health_opportunity_indicator,3,,49
51710001300,2018,health_opportunity_indicator,4,,50
51710002700,2018,health_opportunity_indicator,3,,51
51680001100,2018,health_opportunity_indicator,3,,52
51680000600,2018,health_opportunity_indicator,2,,53
51710004300,2018,health_opportunity_indicator,3,,54
51041100406,2018,health_opportunity_indicator,1,,55
51590001000,2018,health_opportunity_indicator,3,,56
51710005701,2018,health_opportunity_indicator,3,,57
51041100404,2018,health_opportunity_indicator,2,,58
51770001000,2018,health_opportunity_indicator,3,,59
51510201205,2018,health_opportunity_indicator,4,,60
51595890100,2018,health_opportunity_indicator,3,,61
51550020100,2018,health_opportunity_indicator,3,,62
51013101804,2018,health_opportunity_indicator,4,,63
51710002500,2018,health_opportunity_indicator,2,,64
51620090200,2018,health_opportunity_indicator,2,,65
51510200102,2018,health_opportunity_indicator,4,,66
51121020301,2018,health_opportunity_indicator,4,,67
51770002600,2018,health_opportunity_indicator,3,,68
51013102001,2018,health_opportunity_indicator,4,,69
51510200304,2018,health_opportunity_indicator,4,,70
51760030200,2018,health_opportunity_indicator,3,,71
51680000400,2018,health_opportunity_indicator,1,,72
51510200106,2018,health_opportunity_indicator,4,,73
51013101705,2018,health_opportunity_indicator,4,,74
51510200108,2018,health_opportunity_indicator,4,,75
51810045810,2018,health_opportunity_indicator,4,,76
51013103300,2018,health_opportunity_indicator,4,,77
51710004600,2018,health_opportunity_indicator,1,,78
51770000900,2018,health_opportunity_indicator,3,,79
51520020201,2018,health_opportunity_indicator,3,,80
51810040600,2018,health_opportunity_indicator,4,,81
51700032300,2018,health_opportunity_indicator,2,,82
51059415401,2018,health_opportunity_indicator,4,,83
51700032006,2018,health_opportunity_indicator,3,,84
51710001400,2018,health_opportunity_indicator,4,,85
51710003400,2018,health_opportunity_indicator,3,,86
51730810400,2018,health_opportunity_indicator,2,,87
51680000700,2018,health_opportunity_indicator,4,,88
51760071004,2018,health_opportunity_indicator,4,,89
51710001100,2018,health_opportunity_indicator,3,,90
51013101701,2018,health_opportunity_indicator,4,,91
51710005901,2018,health_opportunity_indicator,4,,92
51059450702,2018,health_opportunity_indicator,3,,93
51680001900,2018,health_opportunity_indicator,3,,94
51710004400,2018,health_opportunity_indicator,4,,95
51710005500,2018,health_opportunity_indicator,4,,96
51059480203,2018,health_opportunity_indicator,4,,97
51177020313,2018,health_opportunity_indicator,4,,98
51710004500,2018,health_opportunity_indicator,3,,99
51510200409,2018,health_opportunity_indicator,4,,100
51730811200,2018,health_opportunity_indicator,3,,101
51670820100,2018,health_opportunity_indicator,3,,102
51013103504,2018,health_opportunity_indicator,4,,103
51510200109,2018,health_opportunity_indicator,4,,104
51059480205,2018,health_opportunity_indicator,4,,105
51013102200,2018,health_opportunity_indicator,4,,106
51540000202,2018,health_opportunity_indicator,3,,107
51540000401,2018,health_opportunity_indicator,4,,108
51680000205,2018,health_opportunity_indicator,4,,109
51710005800,2018,health_opportunity_indicator,4,,110
51199050207,2018,health_opportunity_indicator,4,,111
51760020700,2018,health_opportunity_indicator,4,,112
51710001600,2018,health_opportunity_indicator,3,,113
51700032126,2018,health_opportunity_indicator,4,,114
51740211100,2018,health_opportunity_indicator,4,,115
51550020910,2018,health_opportunity_indicator,4,,116
51730811300,2018,health_opportunity_indicator,3,,117
51153900203,2018,health_opportunity_indicator,4,,118
51710004002,2018,health_opportunity_indicator,4,,119
51550020500,2018,health_opportunity_indicator,4,,120
51059421500,2018,health_opportunity_indicator,4,,121
51710006400,2018,health_opportunity_indicator,3,,122
51510201602,2018,health_opportunity_indicator,4,,123
51700032123,2018,health_opportunity_indicator,2,,124
51153900602,2018,health_opportunity_indicator,4,,125
51710006501,2018,health_opportunity_indicator,3,,126
51149850200,2018,health_opportunity_indicator,2,,127
51650010504,2018,health_opportunity_indicator,3,,128
51630000400,2018,health_opportunity_indicator,3,,129
51760040400,2018,health_opportunity_indicator,4,,130
51003010901,2018,health_opportunity_indicator,4,,131
51760060200,2018,health_opportunity_indicator,3,,132
51510200104,2018,health_opportunity_indicator,4,,133
51730810500,2018,health_opportunity_indicator,2,,134
51760020501,2018,health_opportunity_indicator,4,,135
51670820300,2018,health_opportunity_indicator,3,,136
51041100107,2018,health_opportunity_indicator,4,,137
51041100806,2018,health_opportunity_indicator,4,,138
51059451502,2018,health_opportunity_indicator,4,,139
