"","geoid","year","measure","value","moe"
"1","51760030100",2016,"health_opportunity_indicator",1,NA
"2","51710004800",2016,"health_opportunity_indicator",1,NA
"3","51760020200",2016,"health_opportunity_indicator",2,NA
"4","51770002502",2016,"health_opportunity_indicator",1,NA
"5","51710004200",2016,"health_opportunity_indicator",1,NA
"6","51760030501",2016,"health_opportunity_indicator",2,NA
"7","51760020100",2016,"health_opportunity_indicator",1,NA
"8","51710004100",2016,"health_opportunity_indicator",1,NA
"9","51730810100",2016,"health_opportunity_indicator",1,NA
"10","51700030100",2016,"health_opportunity_indicator",1,NA
"11","51740211800",2016,"health_opportunity_indicator",2,NA
"12","51710003501",2016,"health_opportunity_indicator",2,NA
"13","51003010904",2016,"health_opportunity_indicator",2,NA
"14","51013101704",2016,"health_opportunity_indicator",3,NA
"15","51013101408",2016,"health_opportunity_indicator",4,NA
"16","51760020400",2016,"health_opportunity_indicator",2,NA
"17","51740210500",2016,"health_opportunity_indicator",1,NA
"18","51059451400",2016,"health_opportunity_indicator",2,NA
"19","51760040300",2016,"health_opportunity_indicator",1,NA
"20","51013102701",2016,"health_opportunity_indicator",3,NA
"21","51760060800",2016,"health_opportunity_indicator",3,NA
"22","51590000400",2016,"health_opportunity_indicator",1,NA
"23","51730810600",2016,"health_opportunity_indicator",1,NA
"24","51059451601",2016,"health_opportunity_indicator",1,NA
"25","51730810700",2016,"health_opportunity_indicator",1,NA
"26","51760010300",2016,"health_opportunity_indicator",1,NA
"27","51510201206",2016,"health_opportunity_indicator",2,NA
"28","51013103505",2016,"health_opportunity_indicator",3,NA
"29","51700030600",2016,"health_opportunity_indicator",2,NA
"30","51013103503",2016,"health_opportunity_indicator",3,NA
"31","51760021000",2016,"health_opportunity_indicator",3,NA
"32","51710005100",2016,"health_opportunity_indicator",1,NA
"33","51650011400",2016,"health_opportunity_indicator",1,NA
"34","51087200805",2016,"health_opportunity_indicator",1,NA
"35","51013103602",2016,"health_opportunity_indicator",3,NA
"36","51700030800",2016,"health_opportunity_indicator",2,NA
"37","51760060900",2016,"health_opportunity_indicator",1,NA
